./checkpoints/experiment_1,train_loss,2.61,2.16,1.92,1.80,1.68,1.61,1.56,1.55,1.52,1.48,1.46,1.45,1.45,1.44,1.42,1.42,1.43,1.45,1.45,1.44,1.42,1.41,1.40,1.39,1.39,1.39,1.40,1.38,1.39,1.38,1.38,1.39,1.38,1.37,1.37,1.37,1.36,1.37,1.37,1.37,1.37,1.39,1.38,1.36,1.37,1.36,1.37,1.36,1.34,1.35
./checkpoints/experiment_2,train_loss,2.61,2.26,1.97,1.79,1.68,1.61,1.57,1.54,1.53,1.50,1.49,1.48,1.47,1.46,1.45,1.44,1.39,1.37,1.33,1.33,1.29,1.26,1.25,1.23,1.22,1.19,1.15,1.13,1.11,1.10,1.06,1.04,1.00,0.98,0.95,0.91,0.88,0.85,0.83,0.81,0.77,0.74,0.73,0.70,0.69,0.67,0.64,0.62,0.61,0.61,0.58,0.56,0.57,0.54,0.52,0.53,0.50,0.50,0.50,0.46,0.42,0.43,0.44,0.43,0.40,0.43,0.41,0.39,0.37,0.38,0.40,0.37,0.34,0.35,0.32,0.34,0.31,0.31,0.29,0.33,0.29,0.27,0.26,0.26,0.28,0.26,0.26,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.24,0.20,0.19,0.19,0.19,0.17
./checkpoints/experiment_2,val_loss,2.34,2.02,1.74,1.57,1.47,1.42,1.38,1.36,1.34,1.33,1.32,1.31,1.30,1.29,1.29,1.27,1.25,1.21,1.17,1.17,1.14,1.11,1.11,1.05,1.06,1.02,0.99,1.00,0.93,0.91,0.88,0.86,0.82,0.80,0.77,0.72,0.70,0.67,0.65,0.62,0.60,0.55,0.55,0.53,0.49,0.48,0.45,0.44,0.43,0.41,0.41,0.38,0.40,0.36,0.35,0.35,0.33,0.34,0.32,0.30,0.29,0.27,0.27,0.28,0.26,0.24,0.26,0.21,0.20,0.19,0.17,0.16,0.17,0.18,0.18,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.12,0.09,0.10,0.10,0.08,0.10,0.08,0.08,0.08,0.10,0.09,0.08,0.07,0.07,0.07
./checkpoints/experiment_3,train_loss,2.59,2.15,1.84,1.62,1.52,1.46,1.44,1.42,1.41,1.40,1.38,1.38,1.36,1.37,1.35,1.35,1.36,1.35,1.32,1.34,1.33,1.31,1.32,1.33,1.31,1.31,1.32,1.32,1.30,1.31,1.30,1.30,1.29,1.31,1.28,1.27,1.26,1.26,1.24,1.23,1.23,1.19,1.18,1.18,1.14,1.13,1.13,1.11,1.09,1.10
